1164218.550338204,4,4,0.0,2.79
1164228.601070035,4,1,0.01,0.7
1164528.611299594,4,1,0.0,0.69
1164528.648195195,4,1,0.08,0.72
1164538.697284669,4,1,0.01,0.7
1164838.69958196,4,1,0.0,0.69
1164838.741597921,4,1,0.02,0.7
1164848.783435251,4,1,0.06,0.71
1165148.794621717,4,1,0.0,0.69
1165148.836560939,4,1,0.02,0.7
1165158.880625765,4,1,0.01,0.7
1165458.890919394,4,1,0.0,0.69
1165458.932711135,4,1,0.02,0.7
1165468.974731695,4,1,0.06,0.71
1165768.987878286,4,1,0.0,0.69
1165769.026953985,4,1,0.02,0.7
1165779.070987242,4,1,0.06,0.71
1166079.081208495,4,1,0.0,0.69
1166079.123147937,4,1,0.02,0.7
1166089.165987592,4,1,0.01,0.7
1166389.171027022,4,1,0.0,0.69
1166389.21319583,4,1,0.06,0.71
1166399.26226317,4,1,0.01,0.7
1166699.264615262,4,1,0.0,0.69
1166699.306631999,4,1,0.06,0.71
1166709.357454221,4,1,0.01,0.7
1167009.361652806,4,1,0.0,0.69
1167009.4036767,4,1,0.06,0.71
1167019.453809879,4,1,0.01,0.7
1167319.456086409,4,1,0.0,0.69
1167319.498104065,4,1,0.02,0.7
1167329.547921524,4,1,0.01,0.7
1167629.553111047,4,1,0.0,0.69
1167629.593686627,4,1,0.02,0.7
1167639.636259937,4,1,0.06,0.71
1167939.646588642,4,1,0.0,0.69
1167939.688593192,4,1,0.02,0.7
1167949.731394154,4,1,0.06,0.71
1168249.74465503,4,1,0.0,0.69
1168249.78502676,4,1,0.02,0.7
1168259.827763197,4,1,0.06,0.71
1168559.83808493,4,1,0.0,0.69
1168559.880012421,4,1,0.02,0.7
1168569.922918324,4,1,0.06,0.71
1168869.936048121,4,1,0.0,0.69
1168869.975134305,4,1,0.02,0.7
1168880.019246669,4,1,0.01,0.7
1169180.029504579,4,1,0.0,0.69
1169180.071303727,4,1,0.02,0.7
1169190.113330401,4,1,0.06,0.71
1169490.118462156,4,1,0.0,0.69
1169490.160342309,4,1,0.02,0.7
1169500.209604932,4,1,0.01,0.7
1169800.211796977,4,1,0.0,0.69
1169800.253866295,4,1,0.02,0.7
1169810.296644267,4,1,0.06,0.71
1170110.30977928,4,1,0.0,0.69
1170110.348821764,4,1,0.02,0.7
1170120.392926424,4,1,0.06,0.71
1170420.403127166,4,1,0.0,0.69
1170420.444893662,4,1,0.02,0.7
1170430.487936049,4,1,0.01,0.7
1170730.500000634,4,1,0.0,0.69
1170730.534022312,4,1,0.08,0.72
1170740.584141599,4,1,0.01,0.7
1171040.594274662,4,1,0.0,0.69
1171040.636070781,4,1,0.02,0.7
1171050.678108377,4,1,0.01,0.7
1171350.683188919,4,1,0.0,0.69
1171350.725172631,4,1,0.06,0.71
1171360.774335026,4,1,0.01,0.7
1171413.561147687,4,1,0.0,0.69
1171433.606184414,4,1,0.0,0.69
1171453.657318072,4,1,0.0,0.69
1171473.702269232,4,1,0.0,0.69
1171493.75222899,4,1,0.0,0.69
1171513.805137807,4,1,0.0,0.69
1171533.840373846,4,1,0.0,0.69
1171553.876331974,4,1,0.0,0.69
1171573.918251726,4,1,0.0,0.69
1171593.971301054,4,1,0.0,0.69
1171614.01439792,4,1,0.0,0.69
1171634.067335627,4,1,0.0,0.69
1171654.12835402,4,1,0.0,0.69
1171660.785561326,4,1,0.0,0.69
1171660.826352142,4,1,0.02,0.7
1171670.869350127,4,1,0.01,0.7
1171674.17350703,4,1,0.0,0.69
1171694.217378047,4,1,0.0,0.69
1171714.270416275,4,1,0.0,0.69
1171734.320455192,4,1,0.0,0.69
1171754.347548216,4,1,0.0,0.69
1171774.383557662,4,1,0.0,0.69
1171794.411399352,4,1,0.0,0.69
1171814.46140032,4,1,0.0,0.69
1171834.513675649,4,1,0.0,0.69
1171854.566640224,4,1,0.0,0.69
1171874.619568095,4,1,0.0,0.69
1171894.660519431,4,1,0.0,0.69
1171914.7127722,4,1,0.0,0.69
1171934.765695697,4,1,0.0,0.69
1171954.818614235,4,1,0.0,0.69
1171970.879697576,4,1,0.0,0.69
1171970.916322771,4,1,0.08,0.72
1171974.900687356,5,1,0.0,0.69
1171980.96567249,4,1,0.01,0.7
1171994.949767542,4,1,0.0,0.69
1172015.002751615,4,1,0.0,0.69
1172035.047609087,4,1,0.0,0.69
1172055.105615285,4,1,0.0,0.69
1172075.148855469,4,1,0.0,0.69
1172095.20182798,4,1,0.0,0.69
1172115.254773764,4,1,0.0,0.69
1172135.304815656,4,1,0.0,0.69
1172155.356986464,4,1,0.0,0.69
1172175.401846437,4,1,0.0,0.69
1172195.454001384,4,1,0.0,0.69
1172215.504917285,4,1,0.0,0.69
1172235.557728555,4,1,0.0,0.69
1172255.609010175,4,1,0.0,0.69
1172275.661848812,4,1,0.0,0.69
1172280.968032239,4,1,0.0,0.69
1172281.010015449,4,1,0.02,0.7
1172291.060896295,4,1,0.01,0.7
1172295.70792377,4,1,0.0,0.69
1172315.760097792,4,1,0.0,0.69
1172335.795955264,4,1,0.0,0.69
1172355.848954337,4,1,0.0,0.69
1172375.898907292,4,1,0.0,0.69
1172395.95115919,4,1,0.0,0.69
1172415.99505014,4,1,0.0,0.69
1172436.048016851,4,1,0.0,0.69
1172456.097974935,4,1,0.0,0.69
1172476.142264527,4,1,0.0,0.69
1172496.194182969,4,1,0.0,0.69
1172516.239024956,4,1,0.0,0.69
1172536.289060225,4,1,0.0,0.69
1172556.341956796,4,1,0.0,0.69
1172576.385208872,4,1,0.0,0.69
1172591.063155721,4,1,0.0,0.69
1172591.105167147,4,1,0.02,0.7
1172596.435094451,5,1,0.0,0.69
1172601.149169574,4,1,0.06,0.71
1172616.484135719,4,1,0.0,0.69
1172636.536312801,4,1,0.0,0.69
1172656.580179291,4,1,0.0,0.69
1172676.633178649,4,1,0.0,0.69
1172696.684140756,4,1,0.0,0.69
1172716.727306512,4,1,0.0,0.69
1172736.780311236,4,1,0.0,0.69
1172756.833252621,4,1,0.0,0.69
1172776.883285667,4,1,0.0,0.69
1172796.918425211,4,1,0.0,0.69
1172816.962366615,4,1,0.0,0.69
1172837.015319011,4,1,0.0,0.69
1172857.057268787,4,1,0.0,0.69
1172877.109518566,4,1,0.0,0.69
1172897.162482737,4,1,0.0,0.69
1172901.159425985,4,1,0.0,0.69
1172901.201365382,4,1,0.02,0.7
1172911.242609661,4,1,0.06,0.71
1172917.20842086,4,1,0.0,0.69
1172937.260334734,4,1,0.0,0.69
1172957.304478262,4,1,0.0,0.69
1172977.340446141,4,1,0.0,0.69
1172997.390361965,4,1,0.0,0.69
1173017.443402494,4,1,0.0,0.69
1173037.486559182,4,1,0.0,0.69
1173057.539505477,4,1,0.0,0.69
1173077.584355929,4,1,0.0,0.69
1173097.634350754,4,1,0.0,0.69
1173117.685628345,4,1,0.0,0.69
1173137.738456297,4,1,0.0,0.69
1173157.783416226,4,1,0.0,0.69
1173177.83345838,4,1,0.0,0.69
1173197.885647715,4,1,0.0,0.69
1173211.253513179,4,1,0.0,0.69
1173211.295526754,4,1,0.02,0.7
1173217.938496065,5,1,0.0,0.69
1173221.339525139,4,1,0.06,0.71
1173237.984522561,4,1,0.0,0.69
1173258.037525762,4,1,0.0,0.69
1173278.063679447,4,1,0.0,0.69
1173298.116525052,4,1,0.0,0.69
1173318.166520796,4,1,0.0,0.69
1173338.219559092,4,1,0.0,0.69
1173358.271689959,4,1,0.0,0.69
1173378.32465708,4,1,0.0,0.69
1173398.365786901,4,1,0.0,0.69
1173418.410487507,4,1,0.0,0.69
1173438.445686057,4,1,0.0,0.69
1173458.498587097,4,1,0.0,0.69
1173478.542540462,4,1,0.0,0.69
1173498.593577144,4,1,0.0,0.69
1173518.644815059,4,1,0.0,0.69
1173521.349712525,4,1,0.0,0.69
1173521.391649721,4,1,0.02,0.7
1173531.433857827,4,1,0.06,0.71
1173538.693681572,4,1,0.0,0.69
1173558.743696949,4,1,0.0,0.69
1173578.795879457,4,1,0.0,0.69
1173598.83180035,4,1,0.0,0.69
1173618.884659131,4,1,0.0,0.69
1173638.934646776,4,1,0.0,0.69
1173658.977895365,4,1,0.0,0.69
1173679.01384631,4,1,0.0,0.69
1173699.058668821,4,1,0.0,0.69
1173719.108804437,4,1,0.0,0.69
1173739.151932454,4,1,0.0,0.69
1173759.204847057,4,1,0.0,0.69
1173779.257839601,4,1,0.0,0.69
1173799.307864674,4,1,0.0,0.69
1173819.360804522,4,1,0.0,0.69
1173831.444066237,4,1,0.0,0.69
1173831.486015029,4,1,0.02,0.7
1173839.408786764,5,1,0.0,0.69
1173841.527878414,4,1,0.06,0.71
1173859.461855456,4,1,0.0,0.69
1173879.511888654,4,1,0.0,0.69
1173899.563032282,4,1,0.0,0.69
1173919.607992031,4,1,0.0,0.69
1173939.660927615,4,1,0.0,0.69
1173959.710846231,4,1,0.0,0.69
1173979.763093099,4,1,0.0,0.69
1173999.816057522,4,1,0.0,0.69
1174019.859912804,4,1,0.0,0.69
1174039.910022507,4,1,0.0,0.69
1174059.96284953,4,1,0.0,0.69
1174080.015093895,4,1,0.0,0.69
1174100.060059375,4,1,0.0,0.69
1174120.118096426,4,1,0.0,0.69
1174140.16292027,4,1,0.0,0.69
1174141.541055866,4,1,0.0,0.69
1174141.580048385,4,1,0.02,0.7
1174151.624200536,4,1,0.06,0.71
1174160.210128206,4,1,0.0,0.69
1174180.262954504,4,1,0.0,0.69
1174200.287992976,4,1,0.0,0.69
1174220.34024687,4,1,0.0,0.69
1174240.393173941,4,1,0.0,0.69
1174260.437064456,4,1,0.0,0.69
1174280.496148639,4,1,0.0,0.69
1174300.539284932,4,1,0.0,0.69
1174320.592253682,4,1,0.0,0.69
1174340.645188779,4,1,0.0,0.69
1174360.695178702,4,1,0.0,0.69
1174380.747443351,4,1,0.0,0.69
1174400.800157915,4,1,0.0,0.69
1174420.844199907,4,1,0.0,0.69
1174440.894230104,4,1,0.0,0.69
1174451.634463232,4,1,0.0,0.69
1174451.676405247,4,1,0.02,0.7
1174460.947427216,5,1,0.0,0.69
1174461.719248181,4,1,0.06,0.71
1174480.995284591,4,1,0.0,0.69
1174501.048288641,4,1,0.0,0.69
1174521.09832946,4,1,0.0,0.69
1174541.14950914,4,1,0.0,0.69
1174561.202439654,4,1,0.0,0.69
1174581.255306012,4,1,0.0,0.69
1174601.305410347,4,1,0.0,0.69
1174621.349544021,4,1,0.0,0.69
1174641.402525969,4,1,0.0,0.69
1174661.446380255,4,1,0.0,0.69
1174681.496405351,4,1,0.0,0.69
1174701.549358536,4,1,0.0,0.69
1174721.601589461,4,1,0.0,0.69
1174741.654514424,4,1,0.0,0.69
1174761.704545886,4,1,0.0,0.69
1174761.721442925,4,1,0.9,0.96
1174761.764997062,4,1,0.06,0.71
1174771.815523319,4,1,0.01,0.7
1174781.751593797,4,1,0.0,0.69
1174801.796495767,4,1,0.0,0.69
1174821.849503351,4,1,0.0,0.69
1174841.899443392,4,1,0.0,0.69
1174861.95167323,4,1,0.0,0.69
1174881.995553275,4,1,0.0,0.69
1174902.048560346,4,1,0.0,0.69
1174922.098597082,4,1,0.0,0.69
1174942.15072047,4,1,0.0,0.69
1174962.203650212,4,1,0.0,0.69
1174982.24854017,4,1,0.0,0.69
1175002.306645985,4,1,0.0,0.69
1175022.351465799,4,1,0.0,0.69
1175042.40274633,4,1,0.0,0.69
1175062.455567185,4,1,0.0,0.69
1175071.817753266,4,1,0.0,0.69
1175071.859798821,4,1,0.02,0.7
1175081.910627444,4,1,0.01,0.7
1175082.518539944,4,1,0.0,0.69
1175102.570795941,4,1,0.0,0.69
1175122.614739397,4,1,0.0,0.69
1175142.667563484,4,1,0.0,0.69
1175162.717695575,4,1,0.0,0.69
1175182.769869877,4,1,0.0,0.69
1175202.813765956,4,1,0.0,0.69
1175222.866733529,4,1,0.0,0.69
1175242.908669627,4,1,0.0,0.69
1175262.960922936,4,1,0.0,0.69
1175283.013855927,4,1,0.0,0.69
1175303.057688444,4,1,0.0,0.69
1175323.107817905,4,1,0.0,0.69
1175343.160753216,4,1,0.0,0.69
1175363.204847059,4,1,0.0,0.69
1175381.912834756,4,1,0.0,0.69
1175381.953866502,4,1,0.02,0.7
1175383.254710619,5,1,0.0,0.69
1175392.006871014,4,1,0.01,0.7
1175403.303720667,4,1,0.0,0.69
1175423.371960662,4,1,0.0,0.69
1175443.424939465,4,1,0.0,0.69
1175463.468865711,4,1,0.0,0.69
1175483.518896241,4,1,0.0,0.69
1175503.571066696,4,1,0.0,0.69
1175523.623944387,4,1,0.0,0.69
1175543.66884854,4,1,0.0,0.69
1175563.718880682,4,1,0.0,0.69
1175583.771772189,4,1,0.0,0.69
1175603.823051637,4,1,0.0,0.69
1175623.850967569,4,1,0.0,0.69
1175643.900920525,4,1,0.0,0.69
1175663.953811789,4,1,0.0,0.69
1175683.98907765,4,1,0.0,0.69
1175692.009075614,4,1,0.0,0.69
1175692.051083601,4,1,0.02,0.7
1175702.100183186,4,1,0.01,0.7
1175704.037944129,4,1,0.0,0.69
1175724.087882917,4,1,0.0,0.69
1175744.140100066,4,1,0.0,0.69
1175764.183971641,4,1,0.0,0.69
1175784.236962339,4,1,0.0,0.69
1175804.286953367,4,1,0.0,0.69
1175824.339163276,4,1,0.0,0.69
1175844.384087211,4,1,0.0,0.69
1175864.427942099,4,1,0.0,0.69
1175884.478070971,4,1,0.0,0.69
1175904.521204725,4,1,0.0,0.69
1175924.574151134,4,1,0.0,0.69
1175944.627115822,4,1,0.0,0.69
1175964.661060575,4,1,0.0,0.69
1175984.712273886,4,1,0.0,0.69
1176002.103137171,4,1,0.0,0.69
1176002.145143839,4,1,0.06,0.71
1176004.762211745,5,1,0.0,0.69
1176012.198158564,4,1,0.01,0.7
1176024.811140354,4,1,0.0,0.69
1176044.864041252,4,1,0.0,0.69
1176064.916281592,4,1,0.0,0.69
1176084.960154981,4,1,0.0,0.69
1176105.013196552,4,1,0.0,0.69
1176125.097248021,4,1,0.0,0.69
1176145.149424365,4,1,0.0,0.69
1176165.202371822,4,1,0.0,0.69
1176185.255294971,4,1,0.0,0.69
1176205.305322947,4,1,0.0,0.69
1176225.349176059,4,1,0.0,0.69
1176245.401426669,4,1,0.0,0.69
1176265.45435174,4,1,0.0,0.69
1176285.504288267,4,1,0.0,0.69
1176305.549329915,4,1,0.0,0.69
1176312.199415271,4,1,0.0,0.69
1176312.241427,4,1,0.02,0.7
1176322.291574816,4,1,0.01,0.7
1176325.59633426,4,1,0.0,0.69
1176345.649381962,4,1,0.0,0.69
1176365.699416175,4,1,0.0,0.69
1176385.751585234,4,1,0.0,0.69
1176405.804498999,4,1,0.0,0.69
1176425.848353859,4,1,0.0,0.69
1176445.898436232,4,1,0.0,0.69
1176465.942617071,4,1,0.0,0.69
1176485.995593036,4,1,0.0,0.69
1176506.047524357,4,1,0.0,0.69
1176526.098553762,4,1,0.0,0.69
1176546.141681747,4,1,0.0,0.69
1176566.194649241,4,1,0.0,0.69
1176586.24756731,4,1,0.0,0.69
1176606.297599955,4,1,0.0,0.69
1176622.294525839,4,1,0.0,0.69
1176622.33638538,4,1,0.02,0.7
1176626.349329669,5,1,0.0,0.69
1176632.378500754,4,1,0.06,0.71
1176646.406636886,4,1,0.0,0.69
1176666.450527584,4,1,0.0,0.69
1176686.501609746,4,1,0.0,0.69
1176706.55274402,4,1,0.0,0.69
1176726.597701934,4,1,0.0,0.69
1176746.650633026,4,1,0.0,0.69
